CustomerID,Customer_Lifetime_Value,Coverage,Education,EmploymentStatus,Gender,Income,Location_Geo,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
9529,6153.394838,Extended,High School or Below,Employed,F,60884,291769,Rural,Single,76,16,6,0,4,Personal Auto,Personal L2,Offer2,Web,37.28874,Four-Door Car,2
7453,6966.319103,Extended,College,Disabled,M,27972,174791,Urban,Married,90,13,7,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,240.318607,Two-Door Car,2
9204,4605.265164,Basic,College,Unemployed,F,0,168774,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,3
11321,3237.996209,Extended,Master,Employed,M,60244,175787,Urban,Married,83,3,72,3,1,Corporate Auto,Corporate L3,Offer3,Agent,326.281835,Four-Door Car,2
8181,9036.657561,Basic,High School or Below,Employed,M,76514,22388,Suburban,Married,111,25,17,0,9,Personal Auto,Personal L3,Offer2,Call Center,631.124372,Four-Door Car,1
11010,16261.5855,Extended,Master,Employed,M,60646,195725,Suburban,Married,134,31,42,0,2,Personal Auto,Personal L3,Offer2,Agent,643.2,SUV,2
10732,5016.827946,Basic,College,Employed,M,36313,186714,Urban,Married,65,26,52,0,3,Personal Auto,Personal L1,Offer3,Agent,218.717113,Four-Door Car,2
4675,8264.747863,Basic,High School or Below,Employed,F,42045,19739,Rural,Married,103,7,12,0,3,Personal Auto,Personal L2,Offer1,Agent,40.839965,SUV,2
10612,27945.89465,Extended,Bachelor,Unemployed,M,0,132814,Suburban,Single,95,32,69,0,2,Special Auto,Special L3,Offer2,Call Center,684,Two-Door Car,2
3661,2726.834065,Basic,Bachelor,Unemployed,F,0,226891,Suburban,Single,73,8,63,0,1,Personal Auto,Personal L3,Offer4,Branch,376.923839,Four-Door Car,2
10310,8509.019846,Basic,College,Employed,M,56481,19724,Suburban,Married,74,12,47,0,2,Corporate Auto,Corporate L2,Offer1,Branch,380.036697,Two-Door Car,3
1580,3895.961837,Extended,High School or Below,Employed,F,51833,129812,Urban,Married,98,13,80,0,1,Personal Auto,Personal L2,Offer1,Agent,459.048775,Four-Door Car,2
2890,13466.92071,Basic,High School or Below,Disabled,F,11432,224879,Suburban,Married,119,11,9,0,2,Special Auto,Special L2,Offer2,Agent,571.2,SUV,3
6751,3886.647414,Extended,High School or Below,Employed,M,78108,193729,Suburban,Single,98,12,34,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,3
9234,9560.049227,Extended,Doctor,Disabled,F,19429,289775,Suburban,Married,122,18,21,0,9,Special Auto,Special L1,Offer1,Branch,683.45551,SUV,3
11389,5907.078117,Basic,College,Employed,F,47306,192727,Rural,Married,74,8,18,0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.723235,Four-Door Car,2
1553,9065.25926,Premium,Bachelor,Employed,F,40006,19732,Rural,Divorced,114,34,18,1,7,Personal Auto,Personal L2,Offer1,Branch,132.568435,Two-Door Car,2
8725,2569.692441,Basic,Bachelor,Employed,F,79297,179801,Urban,Married,65,14,44,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,164.328953,Four-Door Car,3
11144,17625.53763,Basic,Bachelor,Employed,F,77803,174775,Urban,Married,63,30,18,0,2,Personal Auto,Personal L3,Offer2,Agent,217.554695,Four-Door Car,2
7078,8861.900439,Premium,Doctor,Employed,F,41854,139809,Urban,Married,110,17,44,0,8,Personal Auto,Personal L3,Offer1,Agent,481.269644,Four-Door Car,2
997,4739.861234,Basic,College,Unemployed,M,0,192711,Suburban,Single,67,35,27,0,8,Personal Auto,Personal L2,Offer1,Agent,624.980751,Two-Door Car,3
3058,18591.54967,Basic,High School or Below,Disabled,M,14209,189732,Suburban,Married,62,34,36,0,2,Personal Auto,Personal L3,Offer3,Web,297.6,Four-Door Car,2
2540,4099.659085,Basic,High School or Below,Medical Leave,F,18606,175785,Suburban,Married,110,12,45,1,1,Personal Auto,Personal L3,Offer3,Agent,568.844905,SUV,2
2055,5064.127663,Extended,High School or Below,Unemployed,M,0,289768,Suburban,Married,138,18,30,4,1,Special Auto,Special L2,Offer1,Call Center,667.2,SUV,1
9410,5638.046345,Basic,Bachelor,Employed,F,41043,18783,Urban,Married,72,18,84,0,5,Corporate Auto,Corporate L2,Offer3,Branch,317.109447,Four-Door Car,2
5377,23594.6802,Basic,Bachelor,Employed,M,76358,171789,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,2
5284,7663.514373,Basic,Bachelor,Employed,F,34837,188733,Rural,Married,63,32,27,0,2,Personal Auto,Personal L1,Offer1,Agent,72.828431,Four-Door Car,2
2830,16979.79757,Basic,Bachelor,Employed,M,35095,191716,Suburban,Divorced,65,25,56,0,2,Special Auto,Special L3,Offer2,Call Center,525.6,Two-Door Car,3
6859,25093.57037,Basic,Master,Employed,M,36007,195741,Suburban,Married,70,14,85,0,2,Personal Auto,Personal L2,Offer1,Branch,336,Four-Door Car,3
3781,9419.883665,Basic,College,Employed,M,87840,197711,Rural,Married,118,22,42,1,3,Personal Auto,Personal L3,Offer1,Call Center,161.590594,SUV,2
2687,2560.691306,Basic,High School or Below,Employed,M,30027,185718,Suburban,Married,65,13,10,0,1,Personal Auto,Personal L3,Offer2,Branch,312,Four-Door Car,2
3686,2619.337376,Basic,Bachelor,Employed,M,78618,177783,Urban,Divorced,65,7,56,0,1,Special Auto,Special L3,Offer1,Agent,225.578841,Two-Door Car,2
2470,4772.943848,Extended,High School or Below,Retired,F,20993,171795,Suburban,Divorced,133,13,83,2,1,Corporate Auto,Corporate L3,Offer1,Branch,667.2,SUV,2
9030,8019.856041,Premium,Master,Employed,F,54702,295781,Suburban,Married,199,5,42,0,1,Personal Auto,Personal L3,Offer4,Agent,955.2,SUV,2
3937,5088.687654,Basic,Bachelor,Unemployed,F,0,17781,Suburban,Single,71,31,52,0,4,Corporate Auto,Corporate L2,Offer1,Branch,511.2,Four-Door Car,3
33,4271.200049,Premium,Master,Employed,F,26245,218898,Rural,Single,110,6,43,0,1,Personal Auto,Personal L3,Offer4,Call Center,44.284642,Two-Door Car,2
9673,3954.344534,Basic,Bachelor,Disabled,F,23474,291786,Suburban,Married,100,4,63,0,1,Personal Auto,Personal L2,Offer1,Agent,489.6,Sports Car,2
10714,3086.873854,Extended,College,Employed,M,41273,18572,Rural,Married,77,3,32,1,1,Corporate Auto,Corporate L3,Offer2,Agent,18.918935,Two-Door Car,2
6647,24709.59957,Extended,High School or Below,Employed,F,24213,227895,Suburban,Single,78,11,28,1,2,Personal Auto,Personal L3,Offer2,Agent,374.4,Four-Door Car,2
124,7155.471967,Extended,Doctor,Employed,F,76506,281754,Suburban,Divorced,89,35,65,0,8,Personal Auto,Personal L3,Offer2,Call Center,427.2,Two-Door Car,3
11106,2847.965582,Basic,High School or Below,Employed,F,66023,192724,Urban,Married,65,24,27,0,1,Personal Auto,Personal L1,Offer4,Agent,184.955105,Four-Door Car,2
1628,16702.69914,Basic,Bachelor,Employed,M,22103,192724,Urban,Married,101,11,54,0,2,Personal Auto,Personal L2,Offer4,Branch,367.230882,Two-Door Car,2
1595,23144.1327,Basic,High School or Below,Employed,F,44719,18773,Suburban,Married,193,12,17,0,2,Personal Auto,Personal L3,Offer1,Agent,1328.839129,Luxury Car,3
9333,5680.467468,Basic,Master,Employed,M,90353,129799,Rural,Married,70,3,64,0,7,Personal Auto,Personal L1,Offer2,Branch,72.617605,Two-Door Car,2
5695,2863.043304,Basic,Master,Employed,F,36706,287767,Rural,Married,71,2,32,0,1,Personal Auto,Personal L2,Offer2,Branch,107.325235,Two-Door Car,2
6209,14042.103,Premium,Bachelor,Employed,M,88854,285774,Suburban,Single,118,6,50,0,2,Personal Auto,Personal L2,Offer1,Branch,715.252366,Two-Door Car,2
534,6866.093807,Basic,College,Unemployed,F,0,177793,Rural,Divorced,64,18,59,0,2,Personal Auto,Personal L3,Offer1,Agent,40.44586,Two-Door Car,2
3535,2620.601718,Basic,Bachelor,Medical Leave,M,10237,187716,Urban,Married,72,31,97,0,1,Personal Auto,Personal L2,Offer2,Call Center,253.637853,Two-Door Car,2
4762,9112.266649,Extended,Bachelor,Unemployed,M,0,183786,Suburban,Single,90,21,21,0,2,Personal Auto,Personal L1,Offer1,Agent,432,Four-Door Car,2
5692,6265.343299,Extended,High School or Below,Unemployed,M,0,134792,Suburban,Single,91,15,53,0,6,Personal Auto,Personal L3,Offer1,Agent,545.240341,Two-Door Car,3
7778,5878.447428,Basic,College,Employed,F,25398,19718,Suburban,Married,74,23,2,0,3,Personal Auto,Personal L3,Offer4,Branch,465.922152,Four-Door Car,1
3541,7635.422232,Basic,High School or Below,Unemployed,M,0,173764,Suburban,Single,65,0,66,0,7,Personal Auto,Personal L1,Offer1,Branch,1138.687583,SUV,2
10733,2939.939038,Basic,High School or Below,Employed,M,97735,19743,Urban,Divorced,73,24,26,0,1,Corporate Auto,Corporate L2,Offer2,Branch,188.667196,Four-Door Car,2
7856,4983.457132,Basic,Master,Employed,F,60415,171783,Rural,Divorced,62,10,31,0,5,Personal Auto,Personal L3,Offer2,Branch,72.665253,Two-Door Car,3
2949,5015.009472,Extended,Bachelor,Employed,F,48567,18772,Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624,SUV,2
10281,4650.063763,Basic,College,Retired,M,28215,195735,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468,Two-Door Car,2
4512,7758.588506,Extended,High School or Below,Employed,F,96162,219885,Urban,Single,97,9,91,0,4,Corporate Auto,Corporate L3,Offer2,Agent,376.569009,Four-Door Car,3
5063,9366.816281,Extended,High School or Below,Employed,M,60613,228866,Suburban,Single,240,3,52,0,1,Personal Auto,Personal L1,Offer4,Call Center,1152,Luxury Car,3
10640,7291.599536,Extended,Master,Employed,F,84629,29765,Urban,Married,90,19,17,0,5,Personal Auto,Personal L3,Offer2,Web,411.671832,Four-Door Car,1
3540,5598.273622,Basic,Bachelor,Disabled,M,14174,284781,Suburban,Married,72,1,62,0,8,Personal Auto,Personal L1,Offer1,Call Center,345.6,Four-Door Car,2
8211,8509.019846,Basic,Bachelor,Employed,F,56481,221888,Urban,Married,106,7,17,0,3,Personal Auto,Personal L1,Offer1,Branch,273.250112,SUV,2
2794,6838.767672,Extended,High School or Below,Disabled,M,15871,28477,Suburban,Married,89,20,19,0,4,Personal Auto,Personal L2,Offer4,Branch,427.2,Four-Door Car,2
2936,4951.656084,Basic,Doctor,Employed,M,46896,128815,Rural,Married,62,9,33,1,4,Personal Auto,Personal L3,Offer2,Agent,31.707317,Four-Door Car,2
1294,4858.067125,Basic,Bachelor,Medical Leave,M,18107,282752,Suburban,Married,65,11,68,0,8,Personal Auto,Personal L3,Offer1,Agent,295.223164,Four-Door Car,2
1782,4836.21886,Extended,High School or Below,Disabled,M,16450,176784,Suburban,Married,128,6,81,0,1,Corporate Auto,Corporate L3,Offer1,Branch,871.484565,SUV,2
11020,3460.12299,Basic,College,Unemployed,M,0,192742,Suburban,Married,100,15,96,1,1,Personal Auto,Personal L3,Offer1,Agent,720,SUV,2
418,8522.759016,Basic,Doctor,Unemployed,F,0,13381,Suburban,Married,109,19,2,0,3,Personal Auto,Corporate L3,Offer1,Call Center,723.786607,SUV,2
9393,11095.97445,Basic,Bachelor,Unemployed,F,0,19726,Suburban,Single,64,12,48,0,2,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,2
8016,2497.45507,Basic,Bachelor,Employed,M,24825,17580,Rural,Married,64,34,44,0,1,Personal Auto,Personal L3,Offer2,Branch,155.938593,Two-Door Car,2
6593,6993.380588,Basic,Bachelor,Unemployed,M,0,189712,Suburban,Single,66,7,59,0,2,Personal Auto,Personal L3,Offer1,Agent,439.701118,Four-Door Car,2
5298,5580.916514,Basic,High School or Below,Employed,F,31972,191731,Suburban,Married,70,4,89,0,3,Personal Auto,Personal L3,Offer1,Call Center,416.2618,Four-Door Car,3
9892,9939.255085,Extended,Bachelor,Disabled,M,13207,124813,Urban,Married,137,16,82,2,3,Personal Auto,Personal L1,Offer1,Agent,392.920864,SUV,2
7489,13742.53724,Premium,High School or Below,Employed,M,90343,186726,Urban,Single,175,11,68,0,3,Personal Auto,Personal L2,Offer1,Branch,833.072722,SUV,2
349,17602.51146,Premium,College,Unemployed,F,0,196728,Suburban,Divorced,65,1,68,1,2,Corporate Auto,Corporate L1,Offer1,Agent,772.8,SUV,2
9626,8204.863191,Basic,High School or Below,Unemployed,F,0,174791,Suburban,Married,73,9,14,0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,2
7164,10892.90825,Extended,College,Employed,M,68025,184746,Suburban,Divorced,91,15,17,0,2,Personal Auto,Personal L2,Offer1,Branch,436.8,Four-Door Car,2
733,7331.508054,Basic,College,Unemployed,M,0,221879,Rural,Married,100,1,25,0,4,Personal Auto,Personal L2,Offer1,Branch,61.580247,Sports Car,3
10603,11281.52451,Extended,High School or Below,Employed,F,86195,19874,Urban,Married,139,12,10,0,3,Special Auto,Special L2,Offer1,Agent,601.667902,SUV,2
8491,18504.2801,Extended,Master,Employed,M,91268,222885,Urban,Married,229,32,62,0,5,Corporate Auto,Corporate L2,Offer2,Agent,737.737825,Luxury Car,3
4912,3130.67843,Extended,High School or Below,Employed,F,42056,173777,Urban,Married,78,21,2,0,1,Personal Auto,Personal L3,Offer1,Agent,221.951098,Four-Door Car,1
9952,3982.180708,Extended,Doctor,Employed,F,38500,175784,Urban,Married,99,26,49,1,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,1
6150,8658.863813,Basic,College,Employed,M,62464,17378,Urban,Married,109,23,45,0,4,Personal Auto,Personal L3,Offer2,Agent,400.181882,Sports Car,2
587,3919.366722,Extended,High School or Below,Employed,F,66676,19731,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,3
3941,8355.774443,Basic,College,Employed,F,64502,189728,Rural,Married,70,22,49,0,2,Personal Auto,Personal L3,Offer2,Call Center,39.336222,Two-Door Car,2
1488,5097.763337,Basic,College,Unemployed,F,0,138791,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,2
8557,28699.89392,Extended,College,Employed,F,47730,167783,Rural,Divorced,91,12,52,0,2,Personal Auto,Personal L3,Offer3,Call Center,219.440024,Four-Door Car,2
3039,2880.348532,Basic,College,Employed,F,81565,187724,Urban,Married,71,19,54,0,1,Personal Auto,Personal L2,Offer2,Branch,190.642833,Four-Door Car,2
8177,10425.98532,Extended,High School or Below,Employed,F,68563,172784,Urban,Married,131,6,44,1,3,Personal Auto,Personal L2,Offer4,Call Center,350.097052,SUV,3
1686,13372.32772,Basic,High School or Below,Unemployed,M,0,186723,Suburban,Single,74,18,58,0,2,Personal Auto,Personal L3,Offer1,Agent,811.086484,Four-Door Car,2
1396,3499.988408,Extended,High School or Below,Disabled,M,16711,19721,Suburban,Married,91,29,50,1,1,Personal Auto,Personal L3,Offer1,Call Center,580.622219,Four-Door Car,2
9288,7699.632103,Basic,Bachelor,Medical Leave,M,23577,28761,Rural,Married,68,1,67,0,2,Personal Auto,Personal L3,Offer2,Agent,91.815153,Four-Door Car,2
6925,3106.48254,Extended,Bachelor,Disabled,M,22076,29764,Suburban,Single,65,30,53,0,1,Personal Auto,Personal L2,Offer1,Web,422.765363,Four-Door Car,2
4441,4428.031583,Basic,High School or Below,Employed,F,58577,191737,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,2
10353,5635.403677,Basic,Doctor,Employed,M,70837,191718,Suburban,Married,73,7,19,4,3,Personal Auto,Personal L3,Offer2,Agent,362.743231,Four-Door Car,3
3251,12741.84754,Basic,Bachelor,Employed,F,73054,192733,Urban,Married,106,34,36,1,2,Corporate Auto,Corporate L3,Offer1,Branch,419.365958,SUV,2
10289,3776.665506,Extended,College,Employed,F,68727,224872,Urban,Married,94,19,76,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,386.520235,Two-Door Car,1
525,8763.449964,Extended,High School or Below,Disabled,M,20132,22789,Suburban,Divorced,86,5,61,3,2,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,3
2635,5714.246379,Extended,High School or Below,Unemployed,M,0,17782,Rural,Married,79,3,66,0,9,Personal Auto,Personal L2,Offer4,Agent,50.447629,Two-Door Car,1
11180,2599.2896,Basic,Doctor,Employed,M,33947,175786,Urban,Married,66,10,48,1,1,Personal Auto,Personal L3,Offer2,Web,192.213037,Four-Door Car,2
4110,2413.93064,Basic,College,Disabled,M,12495,188726,Suburban,Divorced,65,32,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,312,Four-Door Car,2
4028,8114.409136,Basic,Bachelor,Employed,F,36554,185727,Suburban,Married,107,6,17,0,3,Personal Auto,Personal L3,Offer1,Agent,588.265049,SUV,2
6678,13369.44267,Basic,College,Employed,F,50800,177783,Suburban,Married,112,1,45,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621.218119,Sports Car,2
6958,4665.129599,Basic,High School or Below,Unemployed,F,0,17774,Suburban,Single,65,3,91,0,3,Personal Auto,Special L3,Offer3,Agent,460.8,Two-Door Car,3
3009,15512.24997,Basic,College,Employed,M,54833,177771,Suburban,Married,198,22,92,3,3,Corporate Auto,Corporate L3,Offer3,Agent,1396.702365,Luxury Car,1
7960,21528.56723,Extended,Bachelor,Disabled,M,11538,188737,Suburban,Married,82,35,22,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,393.6,Four-Door Car,2
3232,5305.087084,Basic,Bachelor,Medical Leave,M,26334,19727,Suburban,Single,71,9,94,0,3,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,2
7167,10388.986,Extended,College,Employed,F,33432,175795,Rural,Single,90,28,43,0,2,Corporate Auto,Corporate L3,Offer1,Agent,161.423101,Two-Door Car,2
10768,5905.971667,Basic,Doctor,Unemployed,F,0,191725,Rural,Married,73,1,38,1,7,Personal Auto,Personal L2,Offer1,Call Center,107.325235,Two-Door Car,2
7731,5219.754045,Basic,College,Employed,F,48203,1972,Suburban,Divorced,66,20,47,0,6,Personal Auto,Personal L2,Offer4,Call Center,413.238845,Four-Door Car,2
9556,31864.8589,Extended,Doctor,Employed,M,23576,186724,Urban,Married,89,8,72,0,2,Personal Auto,Personal L3,Offer2,Web,383.508096,Four-Door Car,2
8341,7645.861827,Basic,Bachelor,Unemployed,M,0,199738,Suburban,Married,106,18,65,0,7,Corporate Auto,Corporate L2,Offer1,Call Center,529.881344,SUV,2
7995,15042.57658,Premium,Bachelor,Employed,F,22799,286772,Suburban,Married,190,10,75,0,6,Corporate Auto,Corporate L1,Offer2,Branch,912,SUV,2
9936,4830.908873,Basic,Bachelor,Unemployed,M,0,197731,Suburban,Divorced,72,3,64,0,3,Corporate Auto,Corporate L1,Offer3,Agent,345.6,Four-Door Car,1
1000,2275.363967,Basic,High School or Below,Unemployed,M,0,128788,Suburban,Single,64,11,85,0,1,Personal Auto,Personal L3,Offer4,Branch,662.69318,Four-Door Car,2
1781,11044.10847,Basic,Bachelor,Employed,M,44524,174803,Urban,Married,70,28,42,0,2,Personal Auto,Personal L3,Offer4,Web,200.768848,Four-Door Car,2
3996,19014.47625,Basic,High School or Below,Employed,F,29822,135808,Suburban,Single,61,17,44,0,2,Personal Auto,Personal L2,Offer2,Agent,292.8,Two-Door Car,2
3777,5285.314179,Basic,High School or Below,Employed,F,65096,175784,Suburban,Married,67,3,81,3,8,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,2
5060,4416.206243,Basic,Bachelor,Employed,M,61953,284776,Urban,Divorced,113,5,63,0,1,Personal Auto,Personal L3,Offer3,Branch,497.047297,SUV,2
2335,10506.93706,Extended,Doctor,Employed,M,27458,177775,Suburban,Divorced,131,0,37,0,5,Personal Auto,Personal L3,Offer1,Agent,825.416826,Sports Car,2
3995,2599.968438,Basic,Master,Employed,M,45181,178802,Suburban,Married,65,21,68,0,1,Personal Auto,Personal L2,Offer4,Call Center,312,Four-Door Car,2
73,5619.689084,Premium,High School or Below,Unemployed,M,0,175783,Suburban,Married,65,25,5,0,1,Personal Auto,Personal L3,Offer2,Web,1027.000029,SUV,2
2786,4928.001408,Basic,High School or Below,Employed,M,97917,167768,Urban,Single,67,14,32,5,3,Personal Auto,Personal L2,Offer4,Agent,279.184512,Two-Door Car,2
8010,4890.1093,Basic,Master,Unemployed,M,0,297777,Suburban,Divorced,68,21,59,0,7,Personal Auto,Personal L1,Offer1,Branch,689.282166,Four-Door Car,3
6939,9369.639891,Basic,College,Employed,F,99185,19739,Urban,Married,115,8,19,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,449.428182,SUV,2
5648,5677.309793,Extended,Bachelor,Unemployed,F,0,191715,Suburban,Married,77,13,57,0,9,Personal Auto,Personal L1,Offer3,Web,369.6,Four-Door Car,2
8745,5850.451386,Basic,Doctor,Employed,M,24317,18873,Suburban,Married,73,2,35,1,3,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,2
8313,2542.845763,Basic,Master,Employed,M,23692,189727,Suburban,Married,67,29,62,0,1,Personal Auto,Personal L3,Offer1,Web,312,Two-Door Car,2
2530,9002.409572,Premium,High School or Below,Employed,M,76184,128806,Suburban,Married,111,23,19,0,3,Corporate Auto,Corporate L3,Offer2,Agent,532.8,Two-Door Car,3
3409,8879.790017,Basic,Doctor,Employed,F,81350,226892,Rural,Married,73,19,25,0,2,Personal Auto,Personal L1,Offer1,Branch,76.112618,Four-Door Car,1
4517,9339.341599,Basic,High School or Below,Employed,M,69442,29769,Suburban,Married,118,26,6,3,3,Personal Auto,Personal L1,Offer3,Branch,1265.570302,Four-Door Car,3
4549,7173.909404,Basic,Bachelor,Employed,M,75217,125811,Rural,Single,61,12,47,1,2,Personal Auto,Personal L3,Offer3,Branch,147.080303,Four-Door Car,2
5071,14837.50253,Basic,High School or Below,Unemployed,M,0,229893,Suburban,Single,70,18,46,0,2,Corporate Auto,Corporate L1,Offer1,Agent,712.619939,Four-Door Car,2
4605,14510.44376,Extended,Master,Employed,M,72517,167782,Suburban,Married,126,0,61,0,2,Personal Auto,Personal L3,Offer1,Call Center,604.8,SUV,2
6591,3803.79853,Extended,High School or Below,Employed,M,26050,195705,Suburban,Married,97,4,51,0,1,Personal Auto,Personal L3,Offer2,Branch,465.6,Four-Door Car,3
2586,7296.535053,Basic,High School or Below,Disabled,F,18884,167771,Suburban,Divorced,64,21,90,0,2,Personal Auto,Personal L3,Offer1,Branch,307.2,Four-Door Car,3
7429,2816.567395,Basic,Bachelor,Medical Leave,M,23870,227876,Urban,Married,74,10,96,0,1,Personal Auto,Personal L3,Offer2,Call Center,200.812425,Two-Door Car,1
9231,4974.801539,Basic,Bachelor,Employed,M,75644,166783,Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L3,Offer2,Branch,467.803638,Two-Door Car,2
3830,6282.079645,Extended,Bachelor,Employed,M,42314,189726,Rural,Married,80,23,78,0,3,Personal Auto,Personal L3,Offer3,Web,56.39419,Four-Door Car,3
9866,8382.478392,Basic,Bachelor,Employed,M,25998,188732,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,2
8391,2538.857089,Basic,Bachelor,Employed,M,99824,188723,Suburban,Married,63,1,56,0,1,Special Auto,Special L2,Offer1,Agent,302.4,Four-Door Car,2
4403,9031.214859,Extended,Master,Unemployed,F,0,17782,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,2
7912,5526.438887,Extended,Bachelor,Employed,F,33255,189725,Suburban,Divorced,139,5,31,0,1,Corporate Auto,Corporate L3,Offer3,Agent,667.2,SUV,3
9181,4768.955924,Basic,Bachelor,Employed,M,51144,129797,Urban,Married,61,28,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223.305224,Two-Door Car,2
662,9805.829614,Extended,Master,Employed,F,47197,172789,Rural,Married,81,19,91,0,2,Corporate Auto,Corporate L2,Offer2,Agent,76.112618,Four-Door Car,2
4562,2642.932059,Basic,College,Employed,M,58729,195729,Rural,Married,68,2,67,2,1,Corporate Auto,Corporate L3,Offer1,Web,94.845076,Four-Door Car,2
3645,7635.554626,Basic,Bachelor,Unemployed,F,0,189731,Suburban,Single,106,3,95,0,5,Personal Auto,Personal L3,Offer1,Agent,784.8,SUV,2
6739,6494.243995,Extended,College,Medical Leave,F,15300,177782,Suburban,Married,85,17,16,0,9,Personal Auto,Personal L2,Offer3,Call Center,408,Four-Door Car,3
5353,12101.20884,Basic,High School or Below,Employed,F,31283,17578,Suburban,Married,105,4,31,0,2,Personal Auto,Personal L1,Offer1,Agent,508.8,SUV,2
9130,13197.92893,Basic,College,Unemployed,F,0,222885,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L1,Offer1,Agent,326.4,Four-Door Car,1
1926,3265.156348,Extended,Bachelor,Employed,F,25820,18794,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,2
9387,16468.22079,Basic,High School or Below,Unemployed,F,0,228883,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L3,Offer2,Agent,685.12694,Four-Door Car,2
3446,12300.005,Basic,Bachelor,Employed,M,74586,176777,Suburban,Married,103,14,19,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,2
11131,4083.560673,Basic,College,Disabled,F,13483,192719,Suburban,Married,107,9,60,0,1,Personal Auto,Personal L3,Offer1,Branch,556.054702,SUV,2
267,7577.065297,Basic,Bachelor,Unemployed,M,0,191717,Suburban,Single,116,20,9,2,6,Personal Auto,Personal L3,Offer2,Branch,835.2,Sports Car,2
4620,3726.727996,Basic,College,Unemployed,F,0,166786,Suburban,Single,112,7,34,1,1,Special Auto,Special L1,Offer1,Agent,806.4,Sports Car,2
6233,3011.270628,Extended,High School or Below,Unemployed,M,0,28773,Suburban,Single,86,18,41,0,1,Personal Auto,Personal L3,Offer1,Web,569.130423,Four-Door Car,2
8376,4488.134688,Basic,High School or Below,Unemployed,M,0,187719,Suburban,Single,66,1,61,0,9,Corporate Auto,Corporate L3,Offer2,Web,758.460636,Four-Door Car,3
9232,8586.662939,Basic,College,Unemployed,M,0,29768,Suburban,Married,65,6,32,0,5,Personal Auto,Personal L1,Offer3,Call Center,566.4,SUV,2
4476,5216.914471,Basic,High School or Below,Employed,M,94392,125803,Urban,Married,65,20,47,2,3,Personal Auto,Personal L2,Offer4,Agent,231.537001,Two-Door Car,2
10896,12128.4467,Premium,High School or Below,Employed,M,43244,19738,Suburban,Single,103,17,24,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,2
10026,9321.284825,Basic,College,Unemployed,M,0,285763,Suburban,Single,65,26,99,0,2,Personal Auto,Personal L3,Offer3,Agent,572.522796,Four-Door Car,1
11354,2810.464447,Basic,Bachelor,Employed,M,26790,283778,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,2
11220,5297.918924,Extended,College,Employed,F,68558,17781,Suburban,Married,134,9,29,0,1,Special Auto,Special L2,Offer3,Agent,638.4,SUV,3
237,2489.387507,Basic,College,Employed,F,31058,191727,Urban,Married,65,5,19,5,1,Personal Auto,Personal L1,Offer4,Branch,309.424708,Two-Door Car,2
